patient|anim_group|breed|age_in_days|wt_in_kg|amount|amount_units|amount_certain|expo_time|expo_certain|finding_type|finding_numb|when_seen|finding|status|time_to_onset
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Condition"|2|"2002-02-02-12.00.24"|"Anorexia"|"Normal"|"00000017235945.000000"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Lab Test"|16|"2002-02-04-12.00.02"|"Serum Potassium"|"Normal"|"00000019235923.000000"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Lab Test"|3|"2002-02-04-12.00.38"|"Blood Urea Nitrogen"|"High"|"00000019235959.000000"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Lab Test"|4|"2002-02-04-12.00.57"|"Serum Creatinine"|"High"|"00000020000018.000000"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Lab Test"|16|"2002-02-07-12.00.22"|"Serum Potassium"|"Normal"|"00000022235943.000000"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Lab Test"|4|"2002-02-07-12.00.37"|"Serum Creatinine"|"High"|"00000022235958.000000"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Lab Test"|3|"2002-02-07-12.00.55"|"Blood Urea Nitrogen"|"High"|"00000023000016.000000"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Lab Test"|3|"2002-02-11-12.00.26"|"Blood Urea Nitrogen"|"High"|"00000026235947.000000"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Lab Test"|16|"2002-02-11-12.00.38"|"Serum Potassium"|"Normal"|"00000026235959.000000"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Lab Test"|4|"2002-02-11-12.00.56"|"Serum Creatinine"|"High"|"00000027000017.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|1|"2002-02-15-03.00.30"|"Vomiting"|"Moderate"|"00000000072957.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|2|"2002-02-15-06.00.56"|"Anorexia"|"Moderate"|"00000000103023.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|5|"2002-02-15-12.00.45"|"Depression"|"Mild"|"00000000163012.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|6|"2002-02-15-15.30.05"|"Polyuria"|"Moderate"|"00000000195932.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|3|"2002-02-15-18.00.45"|"Bloody Diarrhea"|"Moderate"|"00000000223012.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|5|"2002-02-16-06.00.04"|"Depression"|"Severe"|"00000001102931.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|4|"2002-02-16-08.30.01"|"Dehydration"|"Moderate"|"00000001125928.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|3|"2002-02-16-08.30.07"|"Bloody Diarrhea"|"Severe"|"00000001125934.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|12|"2002-02-16-08.30.26"|"Hypothermia"|"Severe"|"00000001125953.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Vital Sign"|13|"2002-02-16-08.30.31"|"Heart Rate"|"Low"|"00000001125958.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Lab Test"|11|"2002-02-16-09.00.49"|"Parvovirus Test"|"Normal"|"00000001133016.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|5|"2002-02-16-09.26.31"|"Depression"|"Moderate"|"00000001135558.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Lab Test"|8|"2002-02-16-09.30.17"|"Urea Nitrogen"|"Elevated"|"00000001135944.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Lab Test"|16|"2002-02-16-09.30.24"|"Calcium"|"Unknown"|"00000001135951.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Lab Test"|19|"2002-02-16-09.30.28"|"Blood Platelets"|"Low"|"00000001135955.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Lab Test"|15|"2002-02-16-09.30.28"|"Creatinine"|"Normal"|"00000001135955.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Lab Test"|10|"2002-02-16-09.30.31"|"Phosphorus"|"Elevated"|"00000001135958.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Lab Test"|9|"2002-02-16-09.30.34"|"Albumin"|"Low"|"00000001140001.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Lab Test"|18|"2002-02-16-09.30.56"|"Serum Total Protein"|"Low"|"00000001140023.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Vital Sign"|14|"2002-02-16-12.30.22"|"Temperature"|"Low"|"00000001165949.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|7|"2002-02-16-15.00.07"|"Death"|"Death"|"00000001192934.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|12|"2002-02-16-15.00.07"|"Hypothermia"|"Death"|"00000001192934.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|2|"2002-02-17-00.00.07"|"Anorexia"|"Death"|"00000002042934.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|3|"2002-02-17-00.00.07"|"Bloody Diarrhea"|"Death"|"00000002042934.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|4|"2002-02-17-00.00.07"|"Dehydration"|"Death"|"00000002042934.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|5|"2002-02-17-00.00.07"|"Depression"|"Death"|"00000002042934.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|6|"2002-02-17-00.00.07"|"Polyuria"|"Death"|"00000002042934.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Condition"|1|"2002-02-17-00.00.07"|"Vomiting"|"Death"|"00000002042934.000000"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Lab Test"|4|"2002-02-21-12.00.10"|"Serum Creatinine"|"High"|"00000105235931.000000"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Lab Test"|3|"2002-02-21-12.00.29"|"Blood Urea Nitrogen"|"High"|"00000105235950.000000"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Vital Sign"|22|"2002-02-25-12.00.39"|"Blood Pressure"|"Normal"|"00000110000000.000000"
20006046|"Canine Domestic"|"Maltese Dog"|1826|2.6|10.000|"count"|"Evidence"|"2002-02-14-19.30.33"|"Evidence"|"Lab Test"|17|"2002-02-26-09.30.09"|"Serum Globulin"|"Low"|"00000011135936.000000"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Lab Test"|4|"2002-03-01-12.00.26"|"Serum Creatinine"|"Normal"|"00000116235947.000000"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Lab Test"|3|"2002-03-01-12.00.46"|"Blood Urea Nitrogen"|"High"|"00000117000007.000000"
20009039|"Canine Domestic"|"Jack Russell Terrier"|365|9.0|1.000|"count"|"Evidence"|"2002-03-09-18.00.17"|"Evidence"|"Condition"|1|"2002-03-09-04.00.20"|"Vomiting"|"Moderate"|"Date error"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Lab Test"|3|"2002-03-15-12.00.01"|"Blood Urea Nitrogen"|"High"|"00000130235922.000000"
20031663|"Canine Domestic"|"Dachshund Dog"|1826|8.1|12.000|"count"|"Evidence"|"2002-01-15-12.00.39"|"Evidence"|"Lab Test"|4|"2002-03-15-12.00.44"|"Serum Creatinine"|"Normal"|"00000200000005.000000"
20021435|"Canine Domestic"|"Miniature Schnauzer Dog"|2191|5.8|2.000|"count"|"Not Specific"|"2001-05-22-12.00.02"|"Observed"|"Condition"|1|"2002-05-01-12.00.25"|"Vomiting"|"Mild"|"00001110000023.000000"
20021435|"Canine Domestic"|"Miniature Schnauzer Dog"|2191|5.8|2.000|"count"|"Not Specific"|"2001-05-22-12.00.02"|"Observed"|"Condition"|2|"2002-05-01-12.00.40"|"Lethargy"|"Mild"|"00001110000038.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Condition"|4|"2002-05-03-13.00.21"|"Vomiting"|"Moderate"|"00000000005948.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Condition"|2|"2002-05-03-13.00.37"|"Anorexia"|"Mild"|"00000000010004.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Condition"|5|"2002-05-03-13.00.50"|"Lethargy"|"Moderate"|"00000000010017.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|17|"2002-05-05-12.00.00"|"Cortisol"|"Low"|"00000001235927.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|19|"2002-05-05-12.00.14"|"White Blood Cell Count"|"Unknown"|"00000001235941.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|16|"2002-05-05-12.00.20"|"Serum Amylase"|"Elevated"|"00000001235947.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|18|"2002-05-05-12.00.34"|"Hematocrit"|"Normal"|"00000002000001.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Condition"|1|"2002-05-05-15.00.03"|"Hypoglycemia"|"Low"|"00000002025930.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|3|"2002-05-05-15.00.38"|"Serum Glucose"|"Low"|"00000002030005.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|9|"2002-05-05-16.00.00"|"Serum Total Protein"|"Low"|"00000002035927.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|3|"2002-05-05-16.00.01"|"Serum Glucose"|"Low"|"00000002035928.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|11|"2002-05-05-16.00.05"|"Serum Potassium"|"Low"|"00000002035932.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|10|"2002-05-05-16.00.09"|"Serum Albumin"|"Low"|"00000002035936.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|12|"2002-05-05-16.00.09"|"Serum Lipase"|"Low"|"00000002035936.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|6|"2002-05-05-16.00.21"|"Blood Urea Nitrogen"|"Low"|"00000002035948.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Condition"|8|"2002-05-05-16.00.23"|"Hypoproteinemia"|"Low"|"00000002035950.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|7|"2002-05-05-16.00.28"|"Serum Creatinine"|"Normal"|"00000002035955.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Diag Proced"|13|"2002-05-05-16.00.38"|"Radiographs"|"Normal"|"00000002040005.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|14|"2002-05-05-17.00.14"|"Urinalysis"|"Abnormal"|"00000002045941.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|18|"2002-05-05-18.00.03"|"Hematocrit"|"Normal"|"00000002055930.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|10|"2002-05-05-18.00.17"|"Serum Albumin"|"Low"|"00000002055944.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|9|"2002-05-05-18.00.21"|"Serum Total Protein"|"Low"|"00000002055948.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|6|"2002-05-05-18.00.24"|"Blood Urea Nitrogen"|"Low"|"00000002055951.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|16|"2002-05-05-18.00.51"|"Serum Amylase"|"Elevated"|"00000002060018.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|19|"2002-05-05-18.00.54"|"White Blood Cell Count"|"Unknown"|"00000002060021.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|11|"2002-05-05-18.00.59"|"Serum Potassium"|"Low"|"00000002060026.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Condition"|15|"2002-05-05-18.12.13"|"Proteinuria"|"High"|"00000002061140.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|3|"2002-05-06-00.00.16"|"Serum Glucose"|"Elevated"|"00000002115943.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|9|"2002-05-06-00.00.18"|"Serum Total Protein"|"Low"|"00000002115945.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|19|"2002-05-06-00.00.19"|"White Blood Cell Count"|"Unknown"|"00000002115946.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|18|"2002-05-06-00.00.26"|"Hematocrit"|"Normal"|"00000002115953.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|19|"2002-05-06-06.00.33"|"White Blood Cell Count"|"Unknown"|"00000002180000.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|9|"2002-05-06-06.00.35"|"Serum Total Protein"|"Low"|"00000002180002.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|3|"2002-05-06-06.00.36"|"Serum Glucose"|"Elevated"|"00000002180003.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Lab Test"|18|"2002-05-06-06.00.43"|"Hematocrit"|"Normal"|"00000002180010.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Condition"|4|"2002-05-06-08.00.51"|"Vomiting"|"Normal"|"00000002200018.000000"
20018362|"Canine Domestic"|"Canine Domestic Unspecified"|2191|7.8|0.000|"Unk"|"Unknown"|"2002-05-03-12.00.33"|"Evidence"|"Condition"|1|"2002-05-06-12.00.55"|"Hypoglycemia"|"Normal"|"00000003000022.000000"
20019868|"Canine Domestic"|"Labrador Retriever"|913|28.1|1.300|"lb"|"Observed"|"2002-05-13-18.00.48"|"Evidence"|"Condition"|1|"2002-05-13-19.00.05"|"Flatulence"|"Moderate"|"00000000005917.000000"
20019868|"Canine Domestic"|"Labrador Retriever"|913|28.1|1.300|"lb"|"Observed"|"2002-05-13-18.00.48"|"Evidence"|"Lab Test"|2|"2002-05-13-23.00.02"|"Blood Urea Nitrogen"|"Normal"|"00000000045914.000000"
20019868|"Canine Domestic"|"Labrador Retriever"|913|28.1|1.300|"lb"|"Observed"|"2002-05-13-18.00.48"|"Evidence"|"Lab Test"|3|"2002-05-13-23.00.11"|"Serum Creatinine"|"Normal"|"00000000045923.000000"
20019868|"Canine Domestic"|"Labrador Retriever"|913|28.1|1.300|"lb"|"Observed"|"2002-05-13-18.00.48"|"Evidence"|"Lab Test"|4|"2002-05-13-23.00.45"|"Serum Phosphorus"|"Normal"|"00000000045957.000000"
20019868|"Canine Domestic"|"Labrador Retriever"|913|28.1|1.300|"lb"|"Observed"|"2002-05-13-18.00.48"|"Evidence"|"Condition"|1|"2002-05-14-02.20.27"|"Flatulence"|"Normal"|"00000000081939.000000"
20019868|"Canine Domestic"|"Labrador Retriever"|913|28.1|1.300|"lb"|"Observed"|"2002-05-13-18.00.48"|"Evidence"|"Lab Test"|4|"2002-05-14-16.00.06"|"Serum Phosphorus"|"Normal"|"00000000215918.000000"
20019868|"Canine Domestic"|"Labrador Retriever"|913|28.1|1.300|"lb"|"Observed"|"2002-05-13-18.00.48"|"Evidence"|"Lab Test"|2|"2002-05-14-16.00.21"|"Blood Urea Nitrogen"|"Low"|"00000000215933.000000"
20019868|"Canine Domestic"|"Labrador Retriever"|913|28.1|1.300|"lb"|"Observed"|"2002-05-13-18.00.48"|"Evidence"|"Lab Test"|5|"2002-05-14-16.00.26"|"Serum Potassium"|"Normal"|"00000000215938.000000"
20019868|"Canine Domestic"|"Labrador Retriever"|913|28.1|1.300|"lb"|"Observed"|"2002-05-13-18.00.48"|"Evidence"|"Lab Test"|3|"2002-05-14-16.00.27"|"Serum Creatinine"|"Normal"|"00000000215939.000000"
20021435|"Canine Domestic"|"Miniature Schnauzer Dog"|2191|5.8|2.000|"count"|"Not Specific"|"2001-05-22-12.00.02"|"Observed"|"Lab Test"|4|"2002-05-21-12.00.06"|"Serum Creatinine"|"Elevated"|"00001130000004.000000"
20021435|"Canine Domestic"|"Miniature Schnauzer Dog"|2191|5.8|2.000|"count"|"Not Specific"|"2001-05-22-12.00.02"|"Observed"|"Lab Test"|5|"2002-05-21-12.00.14"|"Serum Phosphorus"|"Elevated"|"00001130000012.000000"
20021435|"Canine Domestic"|"Miniature Schnauzer Dog"|2191|5.8|2.000|"count"|"Not Specific"|"2001-05-22-12.00.02"|"Observed"|"Condition"|6|"2002-05-21-12.00.25"|"Anemia"|"Mild"|"00001130000023.000000"
20021435|"Canine Domestic"|"Miniature Schnauzer Dog"|2191|5.8|2.000|"count"|"Not Specific"|"2001-05-22-12.00.02"|"Observed"|"Lab Test"|7|"2002-05-21-12.00.26"|"Serum Calcium"|"Normal"|"00001130000024.000000"
20021435|"Canine Domestic"|"Miniature Schnauzer Dog"|2191|5.8|2.000|"count"|"Not Specific"|"2001-05-22-12.00.02"|"Observed"|"Lab Test"|3|"2002-05-21-12.00.35"|"Blood Urea Nitrogen"|"Elevated"|"00001130000033.000000"
20021435|"Canine Domestic"|"Miniature Schnauzer Dog"|2191|5.8|2.000|"count"|"Not Specific"|"2001-05-22-12.00.02"|"Observed"|"Condition"|8|"2002-05-21-12.00.59"|"Azotemia"|"Severe"|"00001130000057.000000"
20034287|"Canine Domestic"|"Golden Retriever"|1643|36.2|30.000|"count"|"Observed"|"2002-05-27-12.00.09"|"Observed"|"Condition"|1|"2002-05-23-12.00.44"|"Regurgitation"|"Moderate"|"Date error"
20039927|"Canine Domestic"|"Doberman Pinscher Dog"|1460|29.4|12.000|"count"|"Observed"|"2002-08-12-16.00.51"|"Evidence"|"Condition"|3|"2002-05-28-09.00.49"|"Urinary Tract Infection"|"Moderate"|"Date error"
20026017|"Canine Domestic"|"Shetland Sheepdog"|3652|0.0|0.000|"Unk"|"Unknown"||"Observed"|"Condition"|1|"2002-06-07-12.00.47"|"Vomiting"|"Mild"|"Date error"
20026017|"Canine Domestic"|"Shetland Sheepdog"|3652|0.0|0.000|"Unk"|"Unknown"||"Observed"|"Lab Test"|3|"2002-06-10-12.00.10"|"Blood Urea Nitrogen"|"High"|"Date error"
20026017|"Canine Domestic"|"Shetland Sheepdog"|3652|0.0|0.000|"Unk"|"Unknown"||"Observed"|"Lab Test"|4|"2002-06-10-12.00.36"|"Serum Creatinine"|"High"|"Date error"
20026017|"Canine Domestic"|"Shetland Sheepdog"|3652|0.0|0.000|"Unk"|"Unknown"||"Observed"|"Condition"|2|"2002-06-10-12.00.51"|"Chronic Renal Failure"|"Moderate"|"Date error"
20026017|"Canine Domestic"|"Shetland Sheepdog"|3652|0.0|0.000|"Unk"|"Unknown"||"Observed"|"Lab Test"|5|"2002-06-14-19.15.56"|"Urine Specific Gravity"|"Low"|"Date error"
20026274|"Canine Domestic"|"Rottweiler Dog"|2191|50.7|30.000|"count"|"Evidence"|"2002-06-14-12.00.30"|"Observed"|"Condition"|2|"2002-06-15-09.00.44"|"Diarrhea"|"Severe"|"00000000210014.000000"
20026274|"Canine Domestic"|"Rottweiler Dog"|2191|50.7|30.000|"count"|"Evidence"|"2002-06-14-12.00.30"|"Observed"|"Condition"|3|"2002-06-16-00.01.10"|"Dehydration"|"Mild"|"00000001120040.000000"
20026274|"Canine Domestic"|"Rottweiler Dog"|2191|50.7|30.000|"count"|"Evidence"|"2002-06-14-12.00.30"|"Observed"|"Lab Test"|5|"2002-06-16-00.45.00"|"Serum Creatinine"|"Normal"|"00000001124430.000000"
20026274|"Canine Domestic"|"Rottweiler Dog"|2191|50.7|30.000|"count"|"Evidence"|"2002-06-14-12.00.30"|"Observed"|"Lab Test"|13|"2002-06-16-00.45.01"|"Hematocrit"|"Normal"|"00000001124431.000000"
20026274|"Canine Domestic"|"Rottweiler Dog"|2191|50.7|30.000|"count"|"Evidence"|"2002-06-14-12.00.30"|"Observed"|"Lab Test"|7|"2002-06-16-00.45.14"|"Serum Phosphorus"|"Normal"|"00000001124444.000000"
20026274|"Canine Domestic"|"Rottweiler Dog"|2191|50.7|30.000|"count"|"Evidence"|"2002-06-14-12.00.30"|"Observed"|"Lab Test"|10|"2002-06-16-00.45.16"|"Total Protein"|"Normal"|"00000001124446.000000"
